Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Address ID
CA-2014-163013,2014-11-28,2014-12-04,Standard Class,BF-11080,36116-000001
CA-2015-135363,2015-03-28,2015-04-02,Standard Class,CK-12205,19120-000001
US-2014-165659,2014-06-01,2014-06-06,Standard Class,LT-17110,72209-000001
CA-2015-138002,2015-09-06,2015-09-12,Standard Class,BT-11305,98103-000001
CA-2015-128860,2015-06-29,2015-07-05,Standard Class,SC-20725,17602-000001
CA-2016-164350,2016-09-10,2016-09-12,Second Class,CG-12040,37620-000001
US-2014-103905,2014-07-14,2014-07-20,Standard Class,AW-10930,60505-000001
CA-2015-129854,2015-08-22,2015-08-26,Standard Class,RB-19705,10009-000001
CA-2014-125556,2014-11-14,2014-11-16,Second Class,ML-17410,6824-000001
CA-2016-162313,2016-11-27,2016-11-30,First Class,VB-21745,48146-000001
CA-2017-107874,2017-11-21,2017-11-25,Standard Class,SW-20275,10035-000001
CA-2017-129378,2017-10-01,2017-10-02,First Class,NS-18505,95123-000001
CA-2014-151953,2014-09-20,2014-09-25,Standard Class,DB-13555,32216-000001
CA-2017-130841,2017-07-28,2017-08-01,Standard Class,MH-17620,94110-000001
CA-2015-131884,2015-12-06,2015-12-06,Same Day,DK-13375,43302-000001
CA-2017-121909,2017-07-31,2017-08-05,Standard Class,EA-14035,19134-000001
CA-2016-106383,2016-03-19,2016-03-21,Second Class,BT-11440,80122-000001
CA-2017-130771,2017-07-29,2017-08-03,Standard Class,LA-16780,78745-000001
CA-2016-139157,2016-10-01,2016-10-05,Standard Class,GM-14680,10024-000001
CA-2014-128055,2014-03-31,2014-04-05,Standard Class,AA-10315,94122-000001
CA-2017-157091,2017-06-26,2017-07-01,Standard Class,DB-13405,46350-000001
CA-2017-132122,2017-07-09,2017-07-14,Standard Class,JH-15820,60610-000001
CA-2015-123232,2015-12-14,2015-12-16,Second Class,DJ-13630,97206-000001
CA-2017-104066,2017-12-05,2017-12-10,Standard Class,QJ-19255,5408-000001
CA-2015-145849,2015-09-15,2015-09-17,Second Class,CT-11995,46203-000001
CA-2016-122322,2016-07-15,2016-07-21,Standard Class,RH-19510,84604-000001
CA-2017-166849,2017-04-20,2017-04-26,Standard Class,SJ-20125,60610-000001
CA-2016-146633,2016-11-15,2016-11-17,Second Class,TG-21310,90049-000001
US-2016-126893,2016-11-26,2016-12-01,Standard Class,CT-11995,19134-000001
CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,91104-000001
CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,90004-000001
CA-2016-117849,2016-04-15,2016-04-17,Second Class,JK-16120,92105-000001
CA-2015-169201,2015-09-28,2015-10-01,First Class,HG-14965,94110-000001
CA-2016-164091,2016-09-17,2016-09-22,Standard Class,LA-16780,4401-000001
CA-2017-105214,2017-06-16,2017-06-19,First Class,TS-21610,94122-000001
CA-2015-117611,2015-11-08,2015-11-10,Second Class,MZ-17335,92024-000001
US-2015-137960,2015-12-18,2015-12-18,Same Day,MW-18220,10035-000001
CA-2017-122994,2017-02-06,2017-02-09,First Class,MV-17485,22204-000001
CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,30318-000001
CA-2017-149146,2017-10-12,2017-10-12,Same Day,SM-20320,28110-000001
CA-2017-137470,2017-09-17,2017-09-17,Same Day,TP-21415,98115-000001
CA-2017-105480,2017-12-20,2017-12-26,Standard Class,DK-13225,14609-000001
CA-2017-164917,2017-12-02,2017-12-07,Standard Class,MK-17905,33180-000001
CA-2015-102036,2015-09-21,2015-09-27,Standard Class,CS-12130,98105-000001
CA-2015-142944,2015-03-06,2015-03-11,Standard Class,JL-15850,94122-000001
CA-2014-157882,2014-10-03,2014-10-08,Second Class,AR-10405,90036-000001
CA-2014-104283,2014-06-27,2014-07-01,Standard Class,LM-17065,38671-000001
CA-2017-142622,2017-10-30,2017-11-02,First Class,JK-15625,98115-000001
CA-2016-132143,2016-09-03,2016-09-05,First Class,FM-14215,6457-000001
CA-2015-153108,2015-03-05,2015-03-09,Standard Class,SF-20200,47362-000001
CA-2016-112676,2016-05-05,2016-05-08,First Class,PJ-18835,37130-000001
CA-2017-165687,2017-11-17,2017-11-23,Standard Class,CS-12355,24153-000001
US-2017-112928,2017-06-01,2017-06-05,Second Class,BB-10990,43615-000001
CA-2017-143343,2017-06-10,2017-06-13,First Class,BW-11200,90032-000001
CA-2017-115154,2017-01-08,2017-01-11,First Class,RS-19420,98115-000001
CA-2015-149342,2015-04-20,2015-04-25,Standard Class,TS-21160,31907-000001
CA-2015-130995,2015-11-01,2015-11-06,Standard Class,QJ-19255,10009-000001
CA-2017-127929,2017-12-23,2017-12-27,Standard Class,FM-14215,6457-000001
CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,10011-000001
CA-2014-162362,2014-11-14,2014-11-18,Standard Class,JL-15505,48640-000001
CA-2016-106558,2016-01-17,2016-01-21,Standard Class,DL-13495,31907-000001
CA-2017-157931,2017-09-17,2017-09-22,Second Class,MO-17800,30076-000001
CA-2016-115574,2016-12-23,2016-12-24,First Class,BP-11185,60623-000001
CA-2015-160794,2015-08-06,2015-08-08,First Class,MS-17980,77041-000001
CA-2017-116225,2017-11-05,2017-11-09,Standard Class,SV-20935,10009-000001
US-2017-120418,2017-06-11,2017-06-12,First Class,BC-11125,85345-000001
CA-2017-122035,2017-07-20,2017-07-25,Standard Class,EM-13825,57103-000001
CA-2015-117828,2015-12-23,2015-12-26,First Class,BD-11500,23223-000001
CA-2017-165491,2017-03-20,2017-03-24,Standard Class,HW-14935,98115-000001
CA-2015-109470,2015-12-31,2016-01-03,Second Class,KC-16255,42420-000001
CA-2015-105102,2015-09-15,2015-09-19,Second Class,BM-11575,10035-000001
CA-2017-138422,2017-09-23,2017-09-26,First Class,KN-16705,80525-000001
US-2015-147739,2015-12-25,2015-12-29,Standard Class,JD-16150,19140-000001
CA-2016-155187,2016-09-24,2016-09-26,Second Class,LA-16780,90004-000001
CA-2017-169285,2017-03-21,2017-03-25,Standard Class,RW-19690,47905-000001
CA-2014-140886,2014-09-30,2014-10-04,Standard Class,KW-16570,37042-000001
CA-2017-152695,2017-12-10,2017-12-10,Same Day,CC-12220,6824-000001
CA-2014-110639,2014-08-23,2014-08-23,Same Day,RH-19495,10009-000001
CA-2014-121727,2014-08-19,2014-08-24,Standard Class,JK-15625,43229-000001
CA-2016-137736,2016-11-10,2016-11-15,Standard Class,DC-13285,31088-000001
US-2014-143231,2014-12-31,2015-01-03,First Class,GM-14455,2038-000001
US-2014-155894,2014-07-26,2014-07-30,Second Class,CL-11890,60623-000001
CA-2016-119025,2016-02-22,2016-02-28,Standard Class,PV-18985,53209-000001
CA-2016-159373,2016-03-13,2016-03-18,Standard Class,LT-17110,78207-000001
CA-2017-109701,2017-12-02,2017-12-03,Same Day,AM-10360,90032-000001
CA-2015-111514,2015-08-31,2015-09-02,First Class,SC-20260,94122-000001
US-2014-148838,2014-03-17,2014-03-21,Standard Class,CP-12340,10024-000001
CA-2017-136497,2017-04-16,2017-04-20,Standard Class,RF-19840,43229-000001
US-2016-108637,2016-03-13,2016-03-18,Standard Class,AB-10060,22980-000001
CA-2014-102295,2014-11-24,2014-11-26,Second Class,EH-13990,95823-000001
CA-2017-123659,2017-02-10,2017-02-13,First Class,MN-17935,20735-000001
US-2016-129469,2016-09-23,2016-09-27,Standard Class,KL-16555,45014-000001
CA-2017-155152,2017-07-07,2017-07-09,Second Class,MP-17965,2886-000001
CA-2016-159940,2016-07-07,2016-07-11,Second Class,BF-11020,60505-000001
CA-2017-119669,2017-01-24,2017-01-30,Standard Class,TP-21130,30080-000001
US-2014-164616,2014-08-19,2014-08-21,Second Class,MS-17770,43229-000001
CA-2015-148628,2015-12-06,2015-12-11,Standard Class,KM-16375,91360-000001
CA-2016-118052,2016-05-06,2016-05-10,Standard Class,BE-11455,44052-000001
US-2017-117534,2017-03-25,2017-03-26,First Class,CV-12295,93727-000001
CA-2015-145065,2015-12-12,2015-12-15,First Class,DK-13375,92105-000001
US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,10009-000001
CA-2016-128111,2016-03-17,2016-03-23,Standard Class,CS-12355,2148-000001
CA-2015-137897,2015-11-14,2015-11-19,Standard Class,PJ-18835,10035-000001
CA-2017-169264,2017-08-14,2017-08-16,Second Class,NP-18700,94109-000001
CA-2017-147361,2017-09-09,2017-09-15,Standard Class,SB-20290,29501-000001
CA-2017-145877,2017-04-01,2017-04-04,Second Class,AS-10090,65807-000001
US-2016-110170,2016-09-27,2016-10-03,Standard Class,HM-14860,77340-000001
CA-2017-108574,2017-10-07,2017-10-11,Standard Class,MG-18145,90045-000001
CA-2017-144589,2017-01-20,2017-01-25,Standard Class,TM-21010,94122-000001
CA-2017-155985,2017-03-23,2017-03-25,First Class,BE-11335,94122-000001
CA-2014-162684,2014-08-01,2014-08-06,Standard Class,AS-10630,19120-000001
CA-2015-142041,2015-06-07,2015-06-09,Second Class,EM-13810,90036-000001
CA-2014-151295,2014-11-12,2014-11-16,Standard Class,JA-15970,90045-000001
CA-2016-156300,2016-12-29,2017-01-02,Standard Class,TB-21595,53209-000001
CA-2015-146087,2015-07-06,2015-07-11,Standard Class,PP-18955,1040-000001
CA-2017-168655,2017-10-12,2017-10-18,Standard Class,ML-18040,87105-000001
CA-2016-107202,2016-05-21,2016-05-28,Standard Class,LC-16930,89431-000001
CA-2017-159597,2017-11-09,2017-11-14,Standard Class,MC-17590,92236-000001
CA-2016-155551,2016-04-18,2016-04-23,Standard Class,CR-12580,60126-000001
US-2017-147669,2017-12-25,2017-12-30,Standard Class,SV-20935,45014-000001
CA-2016-169922,2016-06-11,2016-06-17,Standard Class,MZ-17515,76017-000001
CA-2017-100748,2017-05-13,2017-05-20,Standard Class,RB-19795,94110-000001
CA-2017-129805,2017-12-28,2018-01-02,Standard Class,HM-14860,98103-000001
CA-2014-148586,2014-03-25,2014-04-01,Standard Class,AZ-10750,10009-000001
US-2017-112613,2017-05-28,2017-06-01,Standard Class,JH-15910,77070-000001
CA-2015-154746,2015-11-14,2015-11-17,First Class,PJ-18835,22153-000001
CA-2017-140053,2017-07-03,2017-07-10,Standard Class,CA-12265,87401-000001
CA-2014-164210,2014-11-18,2014-11-20,Second Class,PW-19240,80027-000001
CA-2017-139948,2017-07-17,2017-07-22,Standard Class,SW-20455,33614-000001
CA-2016-146934,2016-05-22,2016-05-27,Standard Class,AF-10870,7055-000001
CA-2015-100573,2015-09-25,2015-10-01,Standard Class,AM-10705,90004-000001
CA-2016-119165,2016-10-31,2016-11-06,Standard Class,BD-11320,19143-000001
CA-2015-128027,2015-09-14,2015-09-17,Second Class,CM-12385,29406-000001
CA-2016-140207,2016-11-05,2016-11-10,Standard Class,CS-12400,95123-000001
CA-2017-140949,2017-03-17,2017-03-22,Second Class,DB-13405,10011-000001
CA-2017-138548,2017-08-15,2017-08-21,Standard Class,JG-15160,7060-000001
CA-2015-142419,2015-07-11,2015-07-13,Second Class,SC-20380,98115-000001
CA-2017-148691,2017-12-03,2017-12-09,Standard Class,CS-12460,10009-000001
CA-2017-128755,2017-05-04,2017-05-08,Standard Class,MK-18160,23602-000001
US-2016-135923,2016-01-22,2016-01-28,Standard Class,CM-11935,28314-000001
CA-2016-114972,2016-11-03,2016-11-06,First Class,PF-19225,90032-000001
CA-2017-102750,2017-09-04,2017-09-08,Second Class,GM-14695,90036-000001
CA-2014-145212,2014-09-13,2014-09-19,Standard Class,DC-12850,10011-000001
CA-2017-141992,2017-06-19,2017-06-25,Standard Class,FO-14305,75220-000001
CA-2017-147956,2017-12-24,2017-12-31,Standard Class,AH-10210,98105-000001
CA-2017-126067,2017-08-28,2017-09-03,Standard Class,KN-16705,98105-000001
CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,19711-000001
CA-2015-141040,2015-10-09,2015-10-13,Second Class,TB-21250,10024-000001
CA-2014-113579,2014-12-13,2014-12-15,Second Class,KD-16345,90049-000001
CA-2014-144624,2014-11-19,2014-11-23,Standard Class,JM-15865,14701-000001
CA-2016-146206,2016-09-10,2016-09-14,Second Class,KT-16480,77095-000001
CA-2014-136644,2014-06-16,2014-06-22,Standard Class,SC-20575,46544-000001
CA-2015-122371,2015-09-26,2015-10-01,Standard Class,BS-11800,92037-000001
CA-2016-126935,2016-05-19,2016-05-24,Standard Class,BT-11395,94109-000001
US-2017-133781,2017-06-22,2017-06-23,First Class,DC-12850,33178-000001
CA-2017-131618,2017-06-17,2017-06-20,First Class,LS-17200,60076-000001
CA-2016-149482,2016-11-14,2016-11-19,Standard Class,RR-19315,94110-000001
CA-2014-143917,2014-07-25,2014-07-27,Second Class,KL-16645,94122-000001
CA-2015-120397,2015-07-02,2015-07-02,Same Day,RB-19435,77070-000001
CA-2017-163902,2017-03-02,2017-03-08,Standard Class,MY-17380,90045-000001
CA-2016-136812,2016-11-18,2016-11-23,Standard Class,AW-10930,73120-000001
CA-2015-102722,2015-04-18,2015-04-19,First Class,KW-16570,71203-000001
CA-2017-155089,2017-12-02,2017-12-06,Standard Class,DB-12910,33614-000001
CA-2016-124506,2016-11-11,2016-11-17,Standard Class,BB-11545,60623-000001
CA-2014-106572,2014-09-05,2014-09-10,Standard Class,NP-18700,43402-000001
CA-2014-128888,2014-11-15,2014-11-22,Standard Class,PB-19105,77095-000001
CA-2017-123134,2017-05-02,2017-05-07,Standard Class,DW-13585,7090-000001
CA-2016-124352,2016-10-15,2016-10-21,Standard Class,CD-12790,73120-000001
CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,77041-000001
CA-2014-108707,2014-10-24,2014-10-29,Standard Class,DB-12910,33311-000001
CA-2014-111500,2014-08-17,2014-08-21,Standard Class,DJ-13510,72209-000001
US-2017-117723,2017-08-15,2017-08-18,Second Class,DL-13495,19120-000001
CA-2015-143238,2015-09-06,2015-09-08,First Class,LO-17170,92253-000001
CA-2015-168746,2015-01-27,2015-01-29,Second Class,SV-20365,44105-000001
CA-2015-113404,2015-07-16,2015-07-16,Same Day,EM-13810,94122-000001
CA-2016-144792,2016-04-30,2016-05-04,Standard Class,KD-16615,85254-000001
CA-2014-164385,2014-09-26,2014-10-01,Second Class,NB-18580,19134-000001
US-2016-114174,2016-09-08,2016-09-14,Standard Class,AP-10720,2148-000001
CA-2017-108070,2017-04-16,2017-04-20,Standard Class,JE-15745,95123-000001
US-2015-128090,2015-08-16,2015-08-22,Standard Class,JM-15865,85023-000001
CA-2017-101042,2017-11-19,2017-11-23,Standard Class,AB-10105,42420-000001
CA-2016-155439,2016-09-14,2016-09-18,Standard Class,PN-18775,29203-000001
CA-2016-118626,2016-08-15,2016-08-20,Standard Class,JC-15775,32303-000001
CA-2015-111458,2015-09-26,2015-09-30,Standard Class,PF-19165,10035-000001
US-2016-126844,2016-10-08,2016-10-14,Standard Class,BW-11110,77070-000001
US-2015-112508,2015-03-24,2015-03-30,Standard Class,BP-11185,33065-000001
CA-2015-147788,2015-05-31,2015-06-04,Standard Class,TM-21010,84057-000001
CA-2015-144288,2015-12-25,2015-12-31,Standard Class,MB-17305,37211-000001
CA-2015-110632,2015-03-17,2015-03-22,Second Class,HR-14830,10009-000001
CA-2017-109589,2017-12-21,2017-12-24,First Class,BD-11635,42104-000001
CA-2017-123967,2017-11-01,2017-11-03,Second Class,SF-20200,98226-000001
CA-2017-148929,2017-09-07,2017-09-11,Standard Class,SP-20620,10011-000001
CA-2017-134404,2017-12-27,2017-12-27,Same Day,DR-12880,43055-000001
CA-2017-109778,2017-07-16,2017-07-21,Standard Class,VM-21685,60098-000001
CA-2016-155845,2016-08-12,2016-08-15,Second Class,CM-12235,75007-000001
CA-2017-145128,2017-07-09,2017-07-14,Standard Class,SM-20320,47905-000001
CA-2014-129091,2014-11-22,2014-11-27,Standard Class,RA-19885,31907-000001
US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,22304-000001
CA-2015-121041,2015-11-03,2015-11-10,Standard Class,CS-12250,76117-000001
CA-2017-131695,2017-06-30,2017-07-06,Standard Class,RA-19285,10024-000001
CA-2016-137729,2016-05-05,2016-05-09,Standard Class,BF-11005,90004-000001
US-2016-115455,2016-09-08,2016-09-14,Standard Class,SE-20110,60090-000001
CA-2017-128300,2017-11-24,2017-11-26,Second Class,RS-19765,29483-000001
CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,47201-000001
CA-2017-108553,2017-04-23,2017-04-29,Standard Class,SK-19990,10024-000001
CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,10035-000001
CA-2014-112718,2014-12-16,2014-12-21,Standard Class,KN-16450,32216-000001
CA-2016-154053,2016-03-04,2016-03-10,Standard Class,MG-17890,92024-000001
CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,76017-000001
CA-2016-137204,2016-04-28,2016-05-05,Standard Class,BO-11350,90045-000001
CA-2014-147298,2014-04-26,2014-05-03,Standard Class,AG-10300,90049-000001
CA-2017-147942,2017-04-01,2017-04-05,Standard Class,MS-17365,94110-000001
CA-2017-115931,2017-12-22,2017-12-26,Standard Class,JM-15655,88220-000001
CA-2014-164861,2014-12-03,2014-12-06,Second Class,MC-17635,63116-000001
CA-2017-127180,2017-10-22,2017-10-24,First Class,TA-21385,10024-000001
US-2017-165344,2017-11-13,2017-11-15,First Class,SB-20290,45503-000001
CA-2015-168186,2015-09-10,2015-09-15,Standard Class,AB-10150,74133-000001
US-2017-110604,2017-05-15,2017-05-20,Standard Class,JF-15295,98103-000001
CA-2015-116750,2015-07-05,2015-07-10,Second Class,BF-10975,28314-000001
CA-2015-162369,2015-08-15,2015-08-19,Standard Class,TT-21265,90045-000001
CA-2017-108441,2017-06-12,2017-06-18,Standard Class,SB-20170,10035-000001
CA-2015-169740,2015-02-20,2015-02-25,Standard Class,LM-17065,71901-000001
CA-2016-124051,2016-12-29,2016-12-30,First Class,KA-16525,60505-000001
CA-2016-149111,2016-04-17,2016-04-21,Second Class,BF-11170,27604-000001
CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,74133-000001
US-2016-146794,2016-09-26,2016-10-01,Standard Class,SH-19975,92345-000001
CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,84604-000001
CA-2016-150343,2016-08-16,2016-08-20,Standard Class,PK-19075,94110-000001
CA-2015-135538,2015-12-24,2015-12-28,Standard Class,HR-14830,85234-000001
CA-2017-123372,2017-11-28,2017-12-02,Standard Class,DG-13300,10035-000001
CA-2017-159604,2017-04-14,2017-04-15,First Class,CL-12700,65807-000001
CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,38109-000001
CA-2016-111794,2016-10-01,2016-10-01,Same Day,HG-15025,79109-000001
US-2015-139759,2015-08-25,2015-08-30,Standard Class,NL-18310,90045-000001
CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,1852-000001
CA-2017-136875,2017-12-03,2017-12-03,Same Day,TC-21295,92024-000001
CA-2017-132185,2017-11-27,2017-12-02,Standard Class,DB-13615,28806-000001
US-2014-160780,2014-06-21,2014-06-21,Same Day,SV-20785,81001-000001
CA-2017-127026,2017-01-21,2017-01-27,Standard Class,MH-18115,49201-000001
CA-2017-137085,2017-06-29,2017-07-06,Standard Class,CT-11995,90004-000001
CA-2016-133123,2016-09-06,2016-09-11,Standard Class,KB-16315,27360-000001
US-2016-128195,2016-08-04,2016-08-05,First Class,RA-19285,61604-000001
CA-2015-153220,2015-11-12,2015-11-14,First Class,YC-21895,90032-000001
CA-2014-123064,2014-06-30,2014-07-02,First Class,RA-19915,60653-000001
CA-2017-156412,2017-12-04,2017-12-08,Standard Class,CM-12160,19134-000001
US-2016-144211,2016-08-28,2016-09-02,Standard Class,CS-12130,80112-000001
CA-2016-138079,2016-01-22,2016-01-28,Standard Class,AJ-10795,98115-000001
CA-2014-143182,2014-10-15,2014-10-20,Standard Class,DL-12865,33012-000001
CA-2016-161662,2016-02-07,2016-02-09,First Class,BE-11410,43130-000001
CA-2014-145317,2014-03-18,2014-03-23,Standard Class,SM-20320,32216-000001
CA-2014-143413,2014-05-24,2014-05-30,Standard Class,RP-19390,21215-000001
CA-2017-156818,2017-07-11,2017-07-13,Second Class,JD-16015,10009-000001
CA-2017-155873,2017-06-16,2017-06-21,Standard Class,AB-10255,88220-000001
CA-2015-121797,2015-01-30,2015-02-06,Standard Class,CC-12145,90049-000001
US-2015-120572,2015-12-11,2015-12-15,Standard Class,GH-14425,32216-000001
CA-2017-132430,2017-10-09,2017-10-11,First Class,CP-12085,44107-000001
CA-2017-146031,2017-07-29,2017-08-01,Second Class,GM-14440,12180-000001
CA-2014-110100,2014-04-25,2014-04-29,Standard Class,LC-16885,28403-000001
CA-2015-103723,2015-12-01,2015-12-06,Standard Class,BT-11305,98105-000001
CA-2014-127187,2014-12-04,2014-12-08,Standard Class,CP-12085,10024-000001
CA-2017-128475,2017-08-26,2017-09-01,Standard Class,SC-20680,31907-000001
CA-2014-100006,2014-09-07,2014-09-13,Standard Class,DK-13375,10024-000001
CA-2017-144827,2017-12-21,2017-12-27,Standard Class,SE-20110,92627-000001
CA-2014-110030,2014-12-06,2014-12-08,Second Class,LF-17185,77095-000001
CA-2014-121286,2014-11-04,2014-11-08,Second Class,ON-18715,27511-000001
CA-2016-164735,2016-04-14,2016-04-19,Second Class,TB-21400,22304-000001
CA-2014-153479,2014-10-04,2014-10-08,Standard Class,DF-13135,94591-000001
CA-2017-149888,2017-11-07,2017-11-13,Standard Class,EP-13915,19120-000001
CA-2017-119193,2017-12-22,2017-12-24,First Class,SK-19990,43615-000001
CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FH-14350,98105-000001
CA-2014-107594,2014-07-02,2014-07-06,Standard Class,EH-13945,7060-000001
CA-2015-129770,2015-02-21,2015-02-23,Second Class,JE-15715,88001-000001
CA-2015-115798,2015-11-13,2015-11-19,Standard Class,KL-16645,19711-000001
